[Tue Jan  7 22:56:11 2025],[DEBUG] : StartDebugging
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 100.000000 , Elo : 1100, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : 200, Adjsted : 160
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 63.636364 , Elo : 1400, Adjsted : 1476
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.545455 , Elo : 1250, Adjsted : 1272
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 1850, Adjsted : 2152
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 45.454545 , Elo : 1100, Adjsted : 1080
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1250, Adjsted : 1272
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 54.545455 , Elo : 1250, Adjsted : 1272
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1250, Adjsted : 1272
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 63.636364 , Elo : 1400, Adjsted : 1476
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 1850, Adjsted : 2152
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 54.545455 , Elo : 1250, Adjsted : 1272
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 63.636364 , Elo : 1400, Adjsted : 1476
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 1850, Adjsted : 2152
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 63.636364 , Elo : 1400, Adjsted : 1476
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.909091 , Elo : 1850, Adjsted : 2152
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : 150, Adjsted : 120
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 46.666667 , Elo : 1200, Adjsted : 1184
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 1950, Adjsted : 2275
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1200, Adjsted : 1200
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1200, Adjsted : 1200
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1200, Adjsted : 1200
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1200, Adjsted : 1200
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 1950, Adjsted : 2275
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 58.333333 , Elo : 1350, Adjsted : 1395
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 1950, Adjsted : 2275
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 91.666667 , Elo : 1950, Adjsted : 2275
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : 100, Adjsted : 80
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1300, Adjsted : 1300
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 61.538462 , Elo : 1450, Adjsted : 1516
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.307692 , Elo : 2050, Adjsted : 2396
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 46.153846 , Elo : 1150, Adjsted : 1132
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1300, Adjsted : 1300
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 61.538462 , Elo : 1450, Adjsted : 1516
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.307692 , Elo : 2050, Adjsted : 2396
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.846154 , Elo : 1300, Adjsted : 1320
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 61.538462 , Elo : 1450, Adjsted : 1516
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.307692 , Elo : 2050, Adjsted : 2396
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 61.538462 , Elo : 1450, Adjsted : 1516
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 92.307692 , Elo : 2050, Adjsted : 2396
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : 50, Adjsted : 40
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 47.058824 , Elo : 1250, Adjsted : 1235
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 64.285714 , Elo : 1550, Adjsted : 1638
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 85.714286 , Elo : 2000, Adjsted : 2285
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1250, Adjsted : 1250
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 64.285714 , Elo : 1550, Adjsted : 1638
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 85.714286 , Elo : 2000, Adjsted : 2285
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 57.142857 , Elo : 1400, Adjsted : 1440
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 64.285714 , Elo : 1550, Adjsted : 1638
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 85.714286 , Elo : 2000, Adjsted : 2285
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 64.285714 , Elo : 1550, Adjsted : 1638
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 85.714286 , Elo : 2000, Adjsted : 2285
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : 0, Adjsted : 0
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1350, Adjsted : 1350
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 60.000000 , Elo : 1500, Adjsted : 1560
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 86.666667 , Elo : 2100, Adjsted : 2408
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 46.666667 , Elo : 1200, Adjsted : 1184
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1350, Adjsted : 1350
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 60.000000 , Elo : 1500, Adjsted : 1560
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 86.666667 , Elo : 2100, Adjsted : 2408
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 53.333333 , Elo : 1350, Adjsted : 1368
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 60.000000 , Elo : 1500, Adjsted : 1560
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 86.666667 , Elo : 2100, Adjsted : 2408
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 86.666667 , Elo : 2100, Adjsted : 2408
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -50, Adjsted : -40
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 50.000000 , Elo : 1300, Adjsted : 1300
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 87.500000 , Elo : 2200, Adjsted : 2530
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1300, Adjsted : 1300
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 50.000000 , Elo : 1300, Adjsted : 1300
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 87.500000 , Elo : 2200, Adjsted : 2530
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 56.250000 , Elo : 1450, Adjsted : 1486
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 87.500000 , Elo : 2200, Adjsted : 2530
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 87.500000 , Elo : 2200, Adjsted : 2530
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -100, Adjsted : -80
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 50.000000 , Elo : 1400, Adjsted : 1400
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.235294 , Elo : 2300, Adjsted : 2651
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.235294 , Elo : 2300, Adjsted : 2651
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.941176 , Elo : 1400, Adjsted : 1416
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.235294 , Elo : 2300, Adjsted : 2651
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 58.823529 , Elo : 1550, Adjsted : 1604
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.235294 , Elo : 2300, Adjsted : 2651
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1400, Adjsted : 1400
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -150, Adjsted : -120
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 50.000000 , Elo : 1350, Adjsted : 1350
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 2400, Adjsted : 2773
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1400, Adjsted : 1400
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 2400, Adjsted : 2773
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 2400, Adjsted : 2773
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.555556 , Elo : 1500, Adjsted : 1533
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 88.888889 , Elo : 2400, Adjsted : 2773
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 47.619048 , Elo : 1350, Adjsted : 1337
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -200, Adjsted : -160
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 89.473684 , Elo : 2500, Adjsted : 2894
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 57.894737 , Elo : 1600, Adjsted : 1650
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 57.894737 , Elo : 1600, Adjsted : 1650
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 89.473684 , Elo : 2500, Adjsted : 2894
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.631579 , Elo : 1450, Adjsted : 1465
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.545455 , Elo : 1600, Adjsted : 1629
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 57.894737 , Elo : 1600, Adjsted : 1650
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 89.473684 , Elo : 2500, Adjsted : 2894
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 57.894737 , Elo : 1600, Adjsted : 1650
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 89.473684 , Elo : 2500, Adjsted : 2894
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1450, Adjsted : 1450
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -250, Adjsted : -200
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 50.000000 , Elo : 1400, Adjsted : 1400
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.000000 , Elo : 2600, Adjsted : 3016
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1450, Adjsted : 1450
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 52.173913 , Elo : 1550, Adjsted : 1563
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.000000 , Elo : 2600, Adjsted : 3016
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.000000 , Elo : 2600, Adjsted : 3016
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 55.000000 , Elo : 1550, Adjsted : 1581
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.000000 , Elo : 2600, Adjsted : 3016
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 47.826087 , Elo : 1400, Adjsted : 1387
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : salah, Wp : 0.000000 , Elo : -300, Adjsted : -240
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.142857 , Elo : 1650, Adjsted : 1697
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.476190 , Elo : 2700, Adjsted : 3137
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : omar, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mo7ie, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.142857 , Elo : 1650, Adjsted : 1697
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.476190 , Elo : 2700, Adjsted : 3137
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : fr5a, Wp : 52.380952 , Elo : 1500, Adjsted : 1514
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : yousry, Wp : 54.166667 , Elo : 1650, Adjsted : 1677
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.142857 , Elo : 1650, Adjsted : 1697
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.476190 , Elo : 2700, Adjsted : 3137
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : joe, Wp : 57.142857 , Elo : 1650, Adjsted : 1697
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : mahmod, Wp : 90.476190 , Elo : 2700, Adjsted : 3137
[Tue Jan  7 22:56:11 2025],[DEBUG] : Name : slta, Wp : 50.000000 , Elo : 1500, Adjsted : 1500
